customer_id,recency_days,frequency,monetary_value,average_order_value,last_purchase_date
12674,39,4,1970.6,492.65,2011-11-01 12:12:00
12676,25,6,1331.39,221.8983333333333,2011-11-15 12:25:00
12678,42,12,17628.46,1469.0383333333332,2011-10-28 13:04:00
12679,59,4,1113.02,278.255,2011-10-12 12:30:00
12680,1,4,862.81,215.7025,2011-12-09 12:50:00
12681,15,22,13787.54,626.7063636363637,2011-11-25 11:33:00
12683,4,15,8476.57,565.1046666666666,2011-12-05 16:31:00
12684,8,7,2283.63,326.23285714285714,2011-12-02 09:53:00
12685,28,6,2863.08,477.18,2011-11-11 13:46:00
12686,372,1,89.14,89.14,2010-12-03 09:51:00
12689,26,2,1247.61,623.805,2011-11-14 08:31:00
12690,206,1,389.01,389.01,2011-05-18 09:09:00
12691,28,6,1035.8,172.63333333333333,2011-11-11 16:49:00
12693,127,4,855.91,213.9775,2011-08-04 17:51:00
12694,70,2,869.67,434.835,2011-09-30 13:06:00
12695,7,4,582.1,145.525,2011-12-02 13:22:00
12697,29,3,957.59,319.19666666666666,2011-11-11 08:47:00
12700,8,4,4939.99,1234.9975,2011-12-02 10:47:00
12701,80,2,797.71,398.855,2011-09-21 10:47:00
12702,20,1,219.0,219.0,2011-11-20 10:36:00
12703,71,1,283.55,283.55,2011-09-29 17:52:00
12704,7,8,2340.84,292.605,2011-12-02 13:15:00
12705,15,9,6868.29,763.1433333333333,2011-11-24 13:17:00
12707,292,1,603.42,603.42,2011-02-21 08:38:00
12708,30,10,2712.91,271.291,2011-11-10 09:52:00
12709,15,15,9736.52,649.1013333333334,2011-11-24 15:38:00
12710,97,3,1149.02,383.00666666666666,2011-09-04 12:00:00
12712,29,13,4396.13,338.1638461538462,2011-11-11 08:19:00
12713,1,1,848.55,848.55,2011-12-09 12:16:00
12714,9,5,4708.86,941.772,2011-11-30 15:43:00
12715,106,1,353.86,353.86,2011-08-25 15:22:00
12716,4,2,1053.49,526.745,2011-12-06 08:55:00
12717,151,2,1030.98,515.49,2011-07-11 14:47:00
12718,71,1,238.25,238.25,2011-09-29 16:38:00
12719,5,2,644.95,322.475,2011-12-04 13:45:00
12720,3,25,5781.73,231.2692,2011-12-07 08:03:00
12721,32,6,2656.13,442.6883333333333,2011-11-08 12:13:00
12722,85,4,997.63,249.4075,2011-09-15 14:50:00
12723,4,5,725.07,145.014,2011-12-06 10:19:00
12724,5,4,1031.41,257.8525,2011-12-04 16:02:00
12725,371,1,427.8,427.8,2010-12-03 15:45:00
12726,28,7,2609.1,372.7285714285714,2011-11-11 13:35:00
12727,11,7,3980.7,568.6714285714286,2011-11-29 11:46:00
12728,71,4,836.33,209.0825,2011-09-29 15:31:00
12729,114,1,453.01,453.01,2011-08-18 11:40:00
12731,24,12,18895.91,1574.6591666666666,2011-11-16 11:59:00
12732,180,1,236.26,236.26,2011-06-13 11:33:00
12733,234,1,383.95,383.95,2011-04-19 16:19:00
12734,353,1,110.4,110.4,2010-12-22 12:47:00
12735,315,2,779.5699999999999,389.785,2011-01-28 13:37:00
12736,333,1,234.0,234.0,2011-01-11 07:57:00
12738,372,1,155.35,155.35,2010-12-02 18:27:00
12739,78,2,1013.04,506.52,2011-09-22 13:00:00
12740,64,1,427.6,427.6,2011-10-07 10:44:00
12743,134,2,546.43,273.215,2011-07-28 16:21:00
12747,2,11,4196.01,381.4554545454546,2011-12-07 14:34:00
12749,4,5,4090.88,818.176,2011-12-06 09:56:00
12750,129,1,275.88,275.88,2011-08-03 09:13:00
12754,236,3,3010.74,1003.58,2011-04-18 09:00:00
12755,281,2,3811.95,1905.975,2011-03-04 12:42:00
12756,87,1,112.07999999999998,112.07999999999998,2011-09-14 09:31:00
12757,16,13,7857.1,604.3923076923077,2011-11-24 12:30:00
12758,117,2,2791.59,1395.795,2011-08-15 10:22:00
12759,52,3,1531.44,510.48,2011-10-18 14:49:00
12762,8,2,1898.52,949.26,2011-12-02 10:23:00
12763,138,2,494.08,247.04,2011-07-24 14:12:00
12764,317,1,1693.88,1693.88,2011-01-27 10:19:00
12766,4,7,6989.63,998.5185714285716,2011-12-06 08:46:00
12769,239,1,1143.6,1143.6,2011-04-15 10:25:00
12770,211,1,1351.45,1351.45,2011-05-13 09:33:00
12772,60,1,892.47,892.47,2011-10-11 09:19:00
12775,17,5,1386.04,277.208,2011-11-22 16:33:00
12778,20,6,822.23,137.03833333333333,2011-11-20 11:30:00
12779,38,8,3981.36,497.67,2011-11-02 11:43:00
12781,64,2,826.74,413.37,2011-10-07 10:37:00
12782,5,5,2330.92,466.184,2011-12-05 09:16:00
12783,2,6,2225.91,370.985,2011-12-07 15:56:00
12784,9,2,574.42,287.21,2011-11-30 15:38:00
12785,364,1,311.95,311.95,2010-12-10 13:48:00
12787,10,3,463.66,154.55333333333334,2011-11-30 08:44:00
12789,65,1,91.85,91.85,2011-10-05 13:34:00
12790,192,1,324.92,324.92,2011-05-31 14:14:00
12791,374,1,192.6,192.6,2010-12-01 11:27:00
12792,257,1,400.54,400.54,2011-03-28 11:36:00
12793,335,2,545.48,272.74,2011-01-09 12:12:00
12794,53,2,860.41,430.205,2011-10-17 14:54:00
12795,19,1,430.48,430.48,2011-11-21 10:27:00
12797,366,1,254.03,254.03,2010-12-09 10:55:00
12802,187,1,427.58,427.58,2011-06-06 09:36:00
12808,37,3,483.65,161.21666666666667,2011-11-03 10:05:00
12809,178,1,489.31,489.31,2011-06-15 10:51:00
12811,261,3,514.85,171.61666666666667,2011-03-24 09:42:00
12812,45,1,229.64,229.64,2011-10-26 09:54:00
12814,102,1,125.92,125.92,2011-08-30 12:11:00
12815,148,2,1063.46,531.73,2011-07-15 10:21:00
12816,96,2,572.2,286.1,2011-09-05 12:41:00
12817,281,1,166.04,166.04,2011-03-03 16:28:00
12818,262,1,1542.08,1542.08,2011-03-23 12:06:00
12820,3,4,942.34,235.585,2011-12-06 15:12:00
12821,214,1,92.72,92.72,2011-05-09 15:51:00
12822,71,2,948.88,474.44,2011-09-30 10:04:00
12823,75,5,1759.5,351.9,2011-09-26 07:35:00
12824,60,1,397.12,397.12,2011-10-11 12:49:00
12826,3,7,1474.72,210.67428571428573,2011-12-07 10:25:00
12827,6,3,430.15,143.38333333333335,2011-12-04 12:17:00
12828,3,6,1018.71,169.785,2011-12-07 08:45:00
12829,337,2,293.0,146.5,2011-01-07 11:13:00
12830,38,6,6814.64,1135.7733333333333,2011-11-02 11:54:00
12831,262,1,215.05,215.05,2011-03-22 13:02:00
12832,32,2,383.03,191.515,2011-11-07 13:30:00
12833,145,1,417.38,417.38,2011-07-17 13:46:00
12834,283,1,312.38,312.38,2011-03-02 09:49:00
12836,59,4,2612.86,653.215,2011-10-11 15:10:00
12837,173,1,134.1,134.1,2011-06-19 16:07:00
12838,34,2,683.13,341.565,2011-11-06 12:20:00
12839,3,14,5591.42,399.38714285714286,2011-12-07 12:33:00
12840,144,4,2726.77,681.6925,2011-07-19 09:29:00
12841,5,25,4022.35,160.894,2011-12-05 11:13:00
12842,70,2,1118.99,559.495,2011-09-30 15:33:00
12843,66,8,1702.26,212.7825,2011-10-05 12:09:00
12844,29,2,325.96000000000004,162.98000000000002,2011-11-10 13:31:00
12845,267,4,354.09,88.5225,2011-03-17 13:34:00
12847,22,1,871.54,871.54,2011-11-17 13:16:00
12849,31,2,1050.89,525.4449999999999,2011-11-08 13:41:00
12851,97,1,135.18,135.18,2011-09-04 12:41:00
12852,295,1,311.55,311.55,2011-02-18 08:47:00
12853,135,6,1957.1,326.18333333333334,2011-07-28 11:29:00
12854,79,3,1324.5,441.5,2011-09-22 12:15:00
12855,373,1,38.1,38.1,2010-12-02 09:37:00
12856,8,6,2179.93,363.32166666666666,2011-12-02 10:52:00
12857,211,2,1106.4,553.2,2011-05-13 10:20:00
12863,52,1,521.2,521.2,2011-10-18 14:15:00
12864,138,1,147.12,147.12,2011-07-24 13:03:00
12865,26,2,1568.23,784.115,2011-11-13 14:31:00
12866,283,1,559.12,559.12,2011-03-01 14:11:00
12867,26,7,4036.82,576.6885714285714,2011-11-13 15:30:00
12868,186,6,1607.0600000000002,267.84333333333336,2011-06-07 10:42:00
12871,84,2,380.64,190.32,2011-09-16 15:07:00
12872,327,2,599.97,299.985,2011-01-17 10:52:00
12873,282,1,374.0,374.0,2011-03-02 14:58:00
12875,143,2,343.2300000000001,171.61500000000004,2011-07-19 15:30:00
12876,58,2,2218.02,1109.01,2011-10-13 12:26:00
12877,4,12,1535.77,127.98083333333334,2011-12-06 10:30:00
12878,236,2,854.99,427.495,2011-04-17 13:07:00
12879,45,3,573.22,191.07333333333332,2011-10-26 12:24:00
12881,276,1,298.0,298.0,2011-03-09 11:44:00
12882,9,2,1463.04,731.52,2011-11-30 16:18:00
12883,25,4,703.47,175.8675,2011-11-15 09:32:00
12884,88,1,309.05,309.05,2011-09-12 13:10:00
12885,63,3,1175.22,391.74,2011-10-07 13:40:00
12886,68,2,1378.4,689.2,2011-10-03 10:09:00
12888,214,2,354.12,177.06,2011-05-09 16:02:00
12890,24,1,380.47,380.47,2011-11-15 17:26:00
12891,186,3,331.0,110.33333333333331,2011-06-07 12:31:00
12893,31,1,188.14,188.14,2011-11-09 12:34:00
12895,42,2,372.8,186.4,2011-10-28 13:51:00
12897,205,2,216.5,108.25,2011-05-19 12:13:00
12901,9,28,17654.54,630.5192857142857,2011-12-01 10:07:00
12902,265,1,138.68,138.68,2011-03-20 12:06:00
12904,18,2,509.58,254.79,2011-11-21 14:34:00
12906,12,5,2919.81,583.962,2011-11-28 09:55:00
12908,176,2,750.0,375.0,2011-06-16 15:39:00
12909,40,5,2178.67,435.734,2011-10-31 12:43:00
12910,23,8,3075.04,384.38,2011-11-16 14:28:00
12912,3,5,1662.3,332.46,2011-12-07 08:55:00
12913,5,5,2483.63,496.726,2011-12-05 12:11:00
12915,149,2,363.65,181.825,2011-07-14 11:34:00
12916,139,4,3006.15,751.5375,2011-07-24 10:35:00
12917,128,1,594.0,594.0,2011-08-03 16:42:00
12919,8,6,1335.19,222.53166666666667,2011-12-01 13:47:00
12920,17,1,164.23,164.23,2011-11-22 15:05:00
12922,161,1,405.38,405.38,2011-07-01 15:35:00
12923,64,1,176.97,176.97,2011-10-06 16:20:00
12924,88,4,933.7,233.425,2011-09-12 13:55:00
12925,5,2,694.05,347.025,2011-12-05 11:11:00
12928,35,5,2062.7000000000003,412.5400000000001,2011-11-04 14:24:00
12929,312,1,117.85,117.85,2011-02-01 12:08:00
12930,78,2,415.8,207.9,2011-09-22 15:18:00
12933,24,3,607.53,202.51,2011-11-15 16:38:00
12935,2,7,2160.7,308.6714285714285,2011-12-07 17:25:00
12936,17,4,1063.9,265.975,2011-11-22 17:32:00
12937,15,4,1504.27,376.0675,2011-11-24 15:05:00
12938,26,1,114.14,114.14,2011-11-14 11:21:00
12939,64,8,11581.8,1447.725,2011-10-06 14:33:00
12940,55,2,913.54,456.77,2011-10-16 12:09:00
12942,131,3,683.9,227.96666666666667,2011-07-31 14:39:00
12944,36,2,604.51,302.255,2011-11-04 11:04:00
12945,288,1,462.95,462.95,2011-02-24 14:15:00
12947,144,6,1603.99,267.33166666666665,2011-07-19 10:06:00
12948,16,7,2064.95,294.99285714285713,2011-11-23 17:10:00
12949,31,8,4167.22,520.9025,2011-11-09 11:25:00
12950,2,3,1843.0,614.3333333333334,2011-12-07 13:17:00
12951,9,6,1064.07,177.345,2011-12-01 12:14:00
12952,6,4,1387.79,346.9475,2011-12-04 10:35:00
12953,10,1,329.85,329.85,2011-11-30 09:24:00
12955,1,11,4757.16,432.4690909090909,2011-12-08 16:29:00
12956,306,1,108.07,108.07,2011-02-06 16:08:00
12957,10,8,4017.54,502.1925,2011-11-30 09:53:00
12962,7,2,266.39,133.195,2011-12-02 15:55:00
12963,8,8,1856.63,232.07875,2011-12-01 12:55:00
12965,89,1,771.91,771.91,2011-09-11 15:31:00
12966,10,1,160.18,160.18,2011-11-30 12:38:00
12967,358,2,1660.9,830.45,2010-12-16 19:10:00
12968,112,1,135.95,135.95,2011-08-19 15:44:00
12970,7,4,452.24,113.06,2011-12-02 14:30:00
12974,198,1,144.8,144.8,2011-05-26 09:33:00
12976,212,1,738.6,738.6,2011-05-12 09:55:00
12977,156,1,39.24,39.24,2011-07-06 16:40:00
12980,158,9,7374.900000000001,819.4333333333334,2011-07-05 09:34:00
12981,30,2,372.22,186.11,2011-11-10 12:00:00
12982,243,1,390.54,390.54,2011-04-11 11:51:00
12984,19,1,97.5,97.5,2011-11-21 12:37:00
12985,1,2,1239.38,619.69,2011-12-09 10:46:00
12987,74,2,558.7,279.35,2011-09-27 12:03:00
12988,292,1,535.32,535.32,2011-02-20 14:31:00
